Year,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
2016,107,Kevin Pillar,27,TOR,AL,3.6,146,584,548,59,146,35,2,7,53,14,6,24,90,0.266,0.303,0.376,0.679,81.0,0.3,78.0,206,12,6,3,3,0,*8,,pillake01
2017,58,Kevin Pillar,28,TOR,AL,3.0,154,632,587,72,150,37,1,16,42,15,6,33,95,0.256,0.3,0.404,0.704,86.0,0.313,86.0,237,13,6,3,3,0,*8/H,,pillake01
2018,129,Kevin Pillar,29,TOR,AL,2.3,142,542,512,65,129,40,2,15,59,14,3,18,98,0.252,0.282,0.426,0.708,92.0,0.319,96.0,218,8,6,0,6,0,*8/H,,pillake01
2019,47,Kevin Pillar,30,2TM,2LG,0.4,161,645,611,83,158,37,3,21,88,14,5,18,89,0.259,0.287,0.432,0.719,88.0,0.311,87.0,264,15,9,0,7,4,*89/HD,MVP-22,pillake01
2021,278,Kevin Pillar,32,NYM,NL,0.5,124,347,325,40,75,11,2,15,47,4,3,11,81,0.231,0.277,0.415,0.692,87.0,0.311,92.0,135,5,10,0,1,0,87H9/1,,pillake01
2022,810,Kevin Pillar,33,LAD,NL,-0.2,4,13,12,1,1,1,0,0,0,0,0,1,4,0.083,0.154,0.167,0.321,-10.0,0.15,-22.0,2,1,0,0,0,0,/78,,pillake01
2023,415,Kevin Pillar,34,ATL,NL,-0.1,81,206,197,29,45,10,0,9,32,4,1,6,50,0.228,0.248,0.416,0.664,76.0,0.289,70.0,82,2,0,0,3,0,7H9/8,,pillake01
2024,272,Kevin Pillar,35,2TM,AL,0.4,100,314,284,38,65,16,1,8,45,12,3,16,69,229.0,291.0,377.0,667.0,88.0,298.0,86.0,107,10,10,1,3,0,8H79D,,pillake01
2015,416,Kiké Hernández,23,LAD,NL,1.7,76,218,202,24,62,12,2,7,22,0,2,11,46,0.307,0.346,0.49,0.836,131.0,0.373,142.0,99,3,2,1,2,0,4876H/95,,hernaen02
2016,360,Kiké Hernández,24,LAD,NL,-0.1,109,244,216,25,41,8,0,7,18,2,0,28,64,0.19,0.283,0.324,0.607,64.0,0.289,69.0,70,3,0,0,0,1,H784/956D,,hernaen02
2017,296,Kiké Hernández,25,LAD,NL,1.2,140,342,297,46,64,24,2,11,37,3,0,41,80,0.215,0.308,0.421,0.729,92.0,0.315,87.0,125,4,0,1,3,2,H87695/43D,,hernaen02
2018,199,Kiké Hernández,26,LAD,NL,3.5,145,462,402,67,103,17,3,21,52,3,0,50,78,0.256,0.336,0.47,0.806,117.0,0.352,117.0,189,3,1,4,5,5,84H697/531,,hernaen02
2019,180,Kiké Hernández,27,LAD,NL,2.0,130,460,414,57,98,19,1,17,64,4,0,36,97,0.237,0.304,0.411,0.715,87.0,0.309,83.0,170,9,6,0,4,3,4H8967/35,,hernaen02
2021,88,Kiké Hernández,29,BOS,AL,5.0,134,585,508,84,127,35,3,20,60,1,0,61,110,0.25,0.337,0.449,0.786,108.0,0.344,110.0,228,4,9,0,7,0,84/6H,,hernaen02
2022,242,Kiké Hernández,30,BOS,AL,0.9,93,402,361,48,80,24,0,6,45,0,2,34,71,0.222,0.291,0.338,0.629,75.0,0.284,73.0,122,11,3,0,4,0,846/H,,hernaen02
2023,145,Kiké Hernández,31,2TM,2LG,-0.1,140,508,465,57,110,23,0,11,61,4,1,34,97,0.237,0.289,0.357,0.646,74.0,0.285,69.0,166,17,3,0,6,1,648573H/9,,hernaen02
2024,211,Kiké Hernández,32,LAD,NL,1.3,126,393,362,44,83,16,0,12,42,0,0,27,77,229.0,281.0,373.0,654.0,85.0,294.0,88.0,135,13,0,1,3,0,5H3784/61D,,hernaen02
2022,545,Kody Clemens,26,DET,AL,-0.2,56,127,117,13,17,4,0,5,17,1,0,8,33,0.145,0.197,0.308,0.505,43.0,0.222,34.0,36,1,0,0,2,0,5H3/471D,,clemeko01
2023,484,Kody Clemens,27,PHI,NL,0.0,47,148,139,15,32,7,0,4,13,0,0,8,40,0.23,0.277,0.367,0.644,75.0,0.279,69.0,51,1,1,0,0,0,3/H1D69,,clemeko01
2024,434,Kody Clemens,28,PHI,NL,0.3,43,120,114,17,25,9,1,5,18,0,0,5,29,219.0,258.0,447.0,706.0,94.0,300.0,88.0,51,2,1,0,0,0,H35/471D,,clemeko01
2022,763,Korey Lee,23,HOU,AL,-0.5,12,26,25,1,4,2,0,0,4,0,0,1,9,0.16,0.192,0.24,0.432,23.0,0.189,10.0,6,1,0,0,0,0,2/H,,leeko01
2023,606,Korey Lee,24,CHW,AL,-0.7,24,70,65,4,5,1,0,1,3,0,0,5,20,0.077,0.143,0.138,0.281,-22.0,0.147,-26.0,9,0,0,0,0,0,2/DH,,leeko01
2024,210,Korey Lee,25,CHW,AL,0.1,125,394,377,36,79,14,1,12,37,6,3,17,122,210.0,244.0,347.0,591.0,68.0,264.0,68.0,131,12,0,0,0,0,*2H/D,,leeko01
2015,47,Kris Bryant,23,CHC,NL,5.3,151,650,559,87,154,31,5,26,99,13,4,77,199,0.275,0.369,0.488,0.858,135.0,0.383,141.0,273,7,9,0,5,0,*5/789H3D,ASMVP-11ROY-1,bryankr01
2016,10,Kris Bryant,24,CHC,NL,7.3,155,699,603,121,176,35,3,39,102,8,5,75,154,0.292,0.385,0.554,0.939,146.0,0.406,152.0,334,3,18,0,3,5,579/368D,ASMVP-1,bryankr01
2017,29,Kris Bryant,25,CHC,NL,5.7,151,665,549,111,162,38,4,29,73,7,5,95,128,0.295,0.409,0.537,0.946,142.0,0.405,148.0,295,8,15,0,6,5,*5/9378H,MVP-7,bryankr01
2018,202,Kris Bryant,26,CHC,NL,2.3,102,457,389,59,106,28,3,13,52,2,4,48,107,0.272,0.374,0.46,0.834,121.0,0.362,122.0,179,5,17,0,3,6,597/3H,,bryankr01
2019,52,Kris Bryant,27,CHC,NL,4.4,147,634,543,108,153,35,1,31,77,4,0,74,145,0.282,0.382,0.521,0.903,132.0,0.389,137.0,283,10,15,0,2,1,*597/3DH,AS,bryankr01
2021,84,Kris Bryant,29,2TM,NL,3.3,144,586,513,86,136,32,2,25,73,10,2,62,135,0.265,0.353,0.481,0.835,124.0,0.368,128.0,247,9,9,0,2,4,57983/H6,AS,bryankr01
2022,462,Kris Bryant,30,COL,NL,0.4,42,181,160,28,49,12,0,5,14,0,0,17,27,0.306,0.376,0.475,0.851,128.0,0.375,131.0,76,7,2,0,2,0,7D,,bryankr01
2023,300,Kris Bryant,31,COL,NL,-1.0,80,335,300,36,70,10,0,10,31,0,0,29,68,0.233,0.313,0.367,0.68,77.0,0.318,83.0,110,6,6,0,0,0,9D/37H,,bryankr01
2024,406,Kris Bryant,32,COL,NL,-0.7,37,155,133,9,29,5,0,2,15,0,0,13,48,218.0,323.0,301.0,623.0,71.0,292.0,74.0,40,6,8,0,1,0,D93,,bryankr01
2017,761,Kyle Farmer,26,LAD,NL,-0.1,20,20,20,1,6,1,0,0,2,0,0,0,3,0.3,0.3,0.35,0.65,73.0,0.281,64.0,7,2,0,0,0,0,H/523,,farmeky01
2018,572,Kyle Farmer,27,LAD,NL,0.2,39,77,68,1,16,4,1,0,9,0,0,5,15,0.235,0.312,0.324,0.635,74.0,0.293,74.0,22,1,3,0,1,1,5H/23,,farmeky01
2019,414,Kyle Farmer,28,CIN,NL,0.1,97,197,183,22,42,6,0,9,27,4,1,10,59,0.23,0.279,0.41,0.689,72.0,0.301,68.0,75,1,3,0,1,1,4H325/16D,,farmeky01
2021,145,Kyle Farmer,30,CIN,NL,1.3,147,529,483,60,127,22,2,16,63,2,3,22,97,0.263,0.316,0.416,0.732,88.0,0.32,85.0,201,16,18,1,5,1,*65/4H37,,farmeky01
2022,78,Kyle Farmer,31,CIN,NL,1.2,145,583,526,58,134,25,1,14,78,4,3,33,99,0.255,0.315,0.386,0.701,92.0,0.312,91.0,203,20,16,2,6,0,65D/H3,,farmeky01
2023,264,Kyle Farmer,32,MIN,AL,1.7,120,369,336,49,86,14,2,11,46,2,4,23,86,0.256,0.317,0.408,0.725,97.0,0.322,104.0,137,7,8,0,2,0,456H/37D,,farmeky01
2024,333,Kyle Farmer,33,MIN,AL,-0.3,107,242,215,26,46,13,1,5,25,3,5,19,49,214.0,293.0,353.0,647.0,82.0,281.0,80.0,76,6,6,0,2,1,45H6/13D,,farmeky01
2017,763,Kyle Higashioka,27,NYY,AL,-0.2,9,20,18,2,0,0,0,0,0,0,0,2,6,0.0,0.1,0.0,0.1,-70.0,0.159,-27.0,0,0,0,0,0,0,/2DH,,higasky01
2018,570,Kyle Higashioka,28,NYY,AL,-0.2,29,79,72,6,12,2,0,3,6,0,0,6,16,0.167,0.241,0.319,0.56,52.0,0.248,45.0,23,2,1,0,0,0,2/HD,,higasky01
2019,645,Kyle Higashioka,29,NYY,AL,0.0,18,57,56,8,12,5,0,3,11,0,0,0,26,0.214,0.211,0.464,0.675,72.0,0.268,59.0,26,1,0,0,1,0,2,,higasky01
2021,435,Kyle Higashioka,31,NYY,AL,0.4,67,211,193,20,35,10,0,10,29,0,0,17,59,0.181,0.246,0.389,0.635,71.0,0.271,65.0,75,4,0,0,1,0,2/H,,higasky01
2022,382,Kyle Higashioka,32,NYY,AL,0.6,83,248,229,27,52,7,0,10,31,0,1,12,52,0.227,0.264,0.389,0.653,83.0,0.284,79.0,89,5,1,2,4,0,2/HD,,higasky01
2023,365,Kyle Higashioka,33,NYY,AL,-0.3,92,260,242,24,57,13,0,10,34,0,0,14,74,0.236,0.274,0.413,0.687,85.0,0.295,81.0,100,5,0,1,3,0,2/HD,,higasky01
2024,314,Kyle Higashioka,34,SDP,NL,1.4,84,263,246,29,54,10,1,17,45,2,0,15,74,220.0,263.0,476.0,739.0,101.0,324.0,103.0,117,3,0,1,1,0,2/H,,higasky01
2021,607,Kyle Isbel,24,KCR,AL,0.5,28,83,76,16,21,5,2,1,7,2,0,7,23,0.276,0.337,0.434,0.772,108.0,0.345,111.0,33,0,0,0,0,0,9/87HD,,isbelky01
2022,351,Kyle Isbel,25,KCR,AL,0.4,106,278,256,32,54,10,4,5,28,9,6,16,75,0.211,0.264,0.34,0.603,70.0,0.262,62.0,87,5,3,1,2,0,987H/D,,isbelky01
2023,320,Kyle Isbel,26,KCR,AL,2.1,91,313,292,45,70,22,2,5,34,7,1,17,59,0.24,0.282,0.38,0.662,79.0,0.289,75.0,111,5,1,1,2,0,8/HD,,isbelky01
2024,189,Kyle Isbel,27,KCR,AL,1.8,136,426,384,62,88,13,8,8,42,11,2,27,88,229.0,287.0,367.0,654.0,83.0,296.0,82.0,141,4,5,8,2,0,*8H,,isbelky01
2024,402,Kyle Manzardo,23,CLE,AL,0.0,53,156,145,11,34,12,0,5,15,0,0,9,41,234.0,282.0,421.0,703.0,97.0,307.0,96.0,61,3,1,0,1,0,DH/3,,manzaky01
2024,399,Kyle McCann,26,OAK,AL,0.2,54,157,140,13,33,4,0,5,15,0,0,16,59,236.0,318.0,371.0,690.0,101.0,305.0,100.0,52,2,1,0,0,1,2/HD,,mccanky01
2015,340,Kyle Schwarber,22,CHC,NL,1.3,69,273,232,52,57,6,1,16,43,3,3,36,77,0.246,0.355,0.487,0.842,130.0,0.366,132.0,113,4,4,0,1,1,72/HD9,,schwaky01
2016,917,Kyle Schwarber,23,CHC,NL,-0.1,2,5,4,0,0,0,0,0,0,0,0,1,2,0.0,0.2,0.0,0.2,-40.0,0.139,-42.0,0,0,0,0,0,0,/7,,schwaky01
2017,179,Kyle Schwarber,24,CHC,NL,0.1,129,486,422,67,89,16,1,30,59,1,1,59,150,0.211,0.315,0.467,0.782,99.0,0.336,97.0,197,6,5,0,0,1,*7H/D23,,schwaky01
2018,155,Kyle Schwarber,25,CHC,NL,2.1,137,510,428,64,102,14,3,26,61,4,3,78,140,0.238,0.356,0.467,0.823,117.0,0.346,109.0,200,6,1,1,2,20,*7H/D,,schwaky01
2019,71,Kyle Schwarber,26,CHC,NL,2.3,155,610,529,82,132,29,3,38,92,2,3,70,156,0.25,0.339,0.531,0.871,122.0,0.362,121.0,281,6,5,0,6,5,*7H/D2,,schwaky01
2021,185,Kyle Schwarber,28,2TM,2LG,3.2,113,471,399,76,106,19,0,32,71,1,1,64,127,0.266,0.374,0.554,0.928,149.0,0.404,156.0,221,4,6,0,2,1,7D3/H,AS,schwaky01
2022,20,Kyle Schwarber,29,PHI,NL,2.3,155,669,577,100,126,21,3,46,94,10,1,86,200,0.218,0.323,0.504,0.827,131.0,0.36,130.0,291,10,4,0,2,3,*7D/H,ASMVP-16SS,schwaky01
2023,7,Kyle Schwarber,30,PHI,NL,0.6,160,720,585,108,115,19,1,47,104,0,2,126,215,0.197,0.343,0.474,0.817,121.0,0.349,120.0,277,4,6,0,3,5,7D,MVP-19,schwaky01
2024,13,Kyle Schwarber,31,PHI,NL,3.5,150,692,573,110,142,22,0,38,104,5,3,106,197,248.0,366.0,485.0,851.0,137.0,367.0,137.0,278,6,5,0,8,4,*D/7H,MVP-15,schwaky01
2022,598,Kyle Stowers,24,BAL,AL,-0.1,34,98,91,11,23,4,1,3,11,0,0,5,29,0.253,0.306,0.418,0.724,106.0,0.317,104.0,38,3,2,0,0,0,79/HD,,stoweky01
2023,681,Kyle Stowers,25,BAL,AL,-0.3,14,33,30,1,2,0,0,0,0,0,0,3,12,0.067,0.152,0.067,0.218,-35.0,0.117,-40.0,2,1,0,0,0,0,/97HD,,stoweky01
2024,362,Kyle Stowers,26,2TM,2LG,-0.5,69,209,192,15,40,11,2,3,24,0,1,13,74,208.0,268.0,333.0,601.0,65.0,270.0,64.0,64,2,3,0,1,0,79H8/D,,stoweky01
2018,591,Kyle Tucker,21,HOU,AL,-0.8,28,72,64,10,9,2,1,0,4,1,1,6,13,0.141,0.236,0.203,0.439,23.0,0.202,16.0,13,1,2,0,0,0,7/H98,,tuckeky01
2019,583,Kyle Tucker,22,HOU,AL,0.8,22,72,67,15,18,6,0,4,11,5,0,4,20,0.269,0.319,0.537,0.857,118.0,0.364,111.0,36,1,1,0,0,1,79/H3D,,tuckeky01
2021,105,Kyle Tucker,24,HOU,AL,5.7,140,567,506,83,149,37,3,30,92,14,2,53,90,0.294,0.359,0.557,0.917,147.0,0.39,146.0,282,10,1,0,5,5,*9/8DH,MVP-20,tuckeky01
2022,60,Kyle Tucker,25,HOU,AL,5.4,150,609,544,71,140,28,1,30,107,25,4,59,95,0.257,0.33,0.478,0.808,129.0,0.356,127.0,260,11,1,0,2,4,*9/DH,ASMVP-15GG,tuckeky01
2023,28,Kyle Tucker,26,HOU,AL,5.4,157,674,574,97,163,37,5,29,112,30,5,80,92,0.284,0.369,0.517,0.886,142.0,0.381,141.0,297,11,3,0,10,9,*9/DH,ASMVP-5SS,tuckeky01
2024,252,Kyle Tucker,27,HOU,AL,4.7,78,339,277,56,80,13,0,23,49,11,0,56,54,289.0,408.0,585.0,993.0,181.0,426.0,179.0,162,5,1,0,2,3,9/DH,AS,tuckeky01
2023,647,Kyren Paris,21,LAA,AL,0.0,15,46,40,4,4,0,0,0,1,3,0,4,17,0.1,0.2,0.1,0.3,-14.0,0.208,4.0,4,0,1,1,0,0,/648HD,,parisky01
2024,513,Kyren Paris,22,LAA,AL,-0.3,21,59,51,4,6,2,0,1,5,1,0,7,17,118.0,224.0,216.0,440.0,26.0,225.0,32.0,11,1,0,0,0,0,4/H6D,,parisky01
2019,594,LaMonte Wade Jr.,25,MIN,AL,-0.1,26,69,56,10,11,2,1,2,5,0,1,11,9,0.196,0.348,0.375,0.723,94.0,0.312,94.0,21,0,2,0,0,0,8/7H93D,,wadela01
2021,241,LaMonte Wade Jr.,27,SFG,NL,1.2,109,381,336,52,85,17,3,18,56,6,1,33,89,0.253,0.326,0.482,0.808,117.0,0.349,115.0,162,3,5,4,3,1,973H/8,MVP-21,wadela01
2022,381,LaMonte Wade Jr.,28,SFG,NL,0.1,77,251,217,29,45,7,1,8,26,1,0,26,51,0.207,0.305,0.359,0.665,89.0,0.299,88.0,78,0,5,2,1,0,937HD/8,,wadela01
2023,138,LaMonte Wade Jr.,29,SFG,NL,2.7,135,519,429,64,110,14,2,17,45,2,0,76,95,0.256,0.373,0.417,0.79,120.0,0.355,125.0,179,4,6,4,4,3,*3H7/9D8,,wadela01
2024,205,LaMonte Wade Jr.,30,SFG,NL,2.1,117,401,331,45,86,16,0,8,34,2,1,62,90,260.0,380.0,381.0,761.0,121.0,337.0,122.0,126,2,4,1,3,5,3H9/D7,,wadela01
2019,706,Lane Thomas,23,STL,NL,0.5,34,44,38,6,12,0,1,4,12,1,1,4,8,0.316,0.409,0.684,1.093,182.0,0.437,182.0,26,1,2,0,0,0,8H/97,,thomala02
2021,360,Lane Thomas,25,2TM,NL,1.0,77,264,226,35,53,15,2,7,28,6,3,37,63,0.235,0.341,0.412,0.752,107.0,0.342,115.0,93,6,0,0,1,1,8H79/4,,thomala02
2022,117,Lane Thomas,26,WSN,NL,1.6,146,548,498,62,120,26,2,17,52,8,4,41,132,0.241,0.301,0.404,0.705,102.0,0.313,103.0,201,8,4,0,5,0,*789H/D,,thomala02
2023,26,Lane Thomas,27,WSN,NL,3.3,156,682,628,101,168,36,3,28,86,20,5,36,176,0.268,0.315,0.468,0.783,115.0,0.343,115.0,294,5,11,0,7,0,*98/H1D,,thomala02
2024,115,Lane Thomas,28,2TM,2LG,0.3,130,528,472,65,112,26,3,15,63,32,14,44,137,237.0,309.0,400.0,709.0,101.0,315.0,101.0,189,5,7,0,5,1,*98/HD,,thomala02
2021,548,Lars Nootbaar,23,STL,NL,0.7,58,124,109,15,26,3,1,5,15,2,1,13,28,0.239,0.317,0.422,0.739,103.0,0.318,98.0,46,0,0,1,1,1,9H/7,,nootbla01
2022,295,Lars Nootbaar,24,STL,NL,2.1,108,347,290,53,66,16,3,14,40,4,1,51,71,0.228,0.34,0.448,0.788,124.0,0.344,121.0,130,3,1,0,5,1,9H87/D,,nootbla01
2023,151,Lars Nootbaar,25,STL,NL,3.3,117,503,426,74,111,23,1,14,46,11,1,72,99,0.261,0.367,0.418,0.784,114.0,0.354,119.0,178,7,1,1,3,2,*897/HD,,nootbla01
2024,202,Lars Nootbaar,26,STL,NL,1.5,109,405,348,39,85,18,3,12,45,7,3,52,79,244.0,342.0,417.0,758.0,111.0,334.0,112.0,145,10,1,1,3,2,978/H,,nootbla01
2023,508,Lawrence Butler,22,OAK,AL,-0.5,42,129,123,10,26,4,0,4,10,0,0,4,35,0.211,0.24,0.341,0.582,62.0,0.256,64.0,42,5,1,0,1,0,8/H9,,butlela01
2024,167,Lawrence Butler,23,OAK,AL,3.0,125,451,412,63,108,24,2,22,57,18,0,35,108,262.0,317.0,490.0,807.0,131.0,357.0,130.0,202,8,0,0,4,0,*9H/8,,butlela01
2022,733,Lenyn Sosa,22,CHW,AL,-0.5,11,36,35,3,4,1,0,1,1,0,0,1,12,0.114,0.139,0.229,0.367,2.0,0.184,5.0,8,2,0,0,0,0,/46DH,,sosale01
2023,451,Lenyn Sosa,23,CHW,AL,-0.8,52,173,164,12,33,6,0,6,14,0,1,5,40,0.201,0.224,0.348,0.571,54.0,0.247,47.0,57,3,0,3,1,1,45/H,,sosale01
2024,228,Lenyn Sosa,24,CHW,AL,-0.4,100,369,351,28,89,13,0,8,35,3,1,12,77,254.0,283.0,359.0,642.0,84.0,282.0,79.0,126,5,3,2,1,1,54/H3D,,sosale01
2024,360,Leo Jiménez,23,TOR,AL,0.9,63,210,179,18,41,11,0,4,19,0,0,12,59,229.0,329.0,358.0,686.0,97.0,310.0,99.0,64,6,16,0,3,0,64/HD,,jimenle01
2024,474,Leo Rivas,26,SEA,AL,0.3,43,86,73,10,17,1,1,0,8,3,0,10,24,233.0,333.0,274.0,607.0,84.0,290.0,87.0,20,1,1,2,0,0,6H4/D15,,rivasle01
2021,467,Leody Taveras,22,TEX,AL,-0.1,49,185,174,14,28,6,2,3,9,10,1,9,60,0.161,0.207,0.27,0.477,30.0,0.22,22.0,47,3,1,1,0,0,8/H,,taverle01
2022,298,Leody Taveras,23,TEX,AL,0.7,99,341,314,39,82,14,2,5,34,11,5,21,88,0.261,0.309,0.366,0.675,92.0,0.3,89.0,115,2,2,1,3,0,8/HD,,taverle01
2023,107,Leody Taveras,24,TEX,AL,2.6,143,554,511,67,136,31,3,14,67,14,4,35,117,0.266,0.312,0.421,0.733,101.0,0.321,96.0,215,3,1,3,4,0,*8/HD,,taverle01
2024,113,Leody Taveras,25,TEX,AL,0.5,151,529,480,59,110,17,3,12,44,23,6,42,112,229.0,289.0,352.0,641.0,84.0,293.0,84.0,169,8,0,3,4,0,*8/HD,,taverle01
2024,609,Levi Jordan,28,CIN,NL,-0.2,7,11,10,1,1,1,0,0,1,0,0,0,3,100.0,91.0,200.0,291.0,-24.0,113.0,-53.0,2,0,0,0,1,0,/7H94,,jordale01
2022,847,Liover Peguero,21,PIT,NL,0.2,1,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,144.0,0.398,160.0,1,0,0,0,0,0,/6,,pegueli01
2023,404,Liover Peguero,22,PIT,NL,-0.5,59,213,198,21,47,4,1,7,26,6,2,11,67,0.237,0.28,0.374,0.653,75.0,0.282,69.0,74,6,1,2,1,0,64,,pegueli01
2024,616,Liover Peguero,23,PIT,NL,-0.1,3,10,10,0,2,1,0,0,2,0,0,0,3,200.0,200.0,300.0,500.0,37.0,204.0,17.0,3,0,0,0,0,0,/6,,pegueli01
2022,676,Liván Soto,22,LAA,AL,0.8,18,59,55,9,22,5,1,1,9,1,1,2,13,0.4,0.414,0.582,0.996,179.0,0.418,178.0,32,1,0,1,1,0,6/5H,,sotoli01
2023,726,Liván Soto,23,LAA,AL,0.1,4,12,9,2,2,0,0,0,0,0,0,3,2,0.222,0.417,0.222,0.639,83.0,0.322,98.0,2,0,0,0,0,0,/46,,sotoli01
2024,597,Liván Soto,24,2TM,2LG,0.1,13,16,13,1,3,1,0,0,0,0,0,3,3,231.0,375.0,308.0,683.0,102.0,318.0,107.0,4,0,0,0,0,0,/456DH,,sotoli01
2024,555,Logan Driscoll,26,TBR,AL,-0.1,15,37,35,2,6,0,0,1,5,0,0,1,6,171.0,189.0,257.0,446.0,27.0,186.0,11.0,9,0,0,0,1,0,2,,drisclo01
2022,796,Logan O'Hoppe,22,LAA,AL,-0.1,5,16,14,1,4,0,0,0,2,0,0,2,3,0.286,0.375,0.286,0.661,92.0,0.311,95.0,4,0,0,0,0,0,/2,,ohopplo01
2023,420,Logan O'Hoppe,23,LAA,AL,0.6,51,199,182,23,43,6,0,14,29,0,1,14,48,0.236,0.296,0.5,0.796,112.0,0.331,107.0,91,4,2,0,1,0,2/DH,,ohopplo01
2024,118,Logan O'Hoppe,24,LAA,AL,2.7,136,522,479,64,117,17,1,20,56,2,3,33,155,244.0,303.0,409.0,712.0,100.0,315.0,102.0,196,7,8,1,1,0,*2/HD,,ohopplo01
2018,367,Lourdes Gurriel Jr.,24,TOR,AL,0.2,65,263,249,30,70,8,0,11,35,1,2,9,59,0.281,0.309,0.446,0.755,106.0,0.323,104.0,111,2,2,1,2,1,64/H,,gurrilo01
2019,277,Lourdes Gurriel Jr.,25,TOR,AL,1.8,84,343,314,52,87,19,2,20,50,6,4,20,86,0.277,0.327,0.541,0.869,127.0,0.358,124.0,170,4,5,1,3,0,7/4D3H,,gurrilo01
2021,134,Lourdes Gurriel Jr.,27,TOR,AL,2.6,141,541,500,62,138,28,2,21,84,1,3,32,102,0.276,0.319,0.466,0.785,109.0,0.34,112.0,233,8,2,1,6,1,*7D3/H,,gurrilo01
2022,158,Lourdes Gurriel Jr.,28,TOR,AL,2.2,121,493,453,52,132,32,1,5,52,3,4,31,83,0.291,0.343,0.4,0.743,114.0,0.329,115.0,181,11,6,0,2,1,7D/3H,,gurrilo01
2023,82,Lourdes Gurriel Jr.,29,ARI,NL,3.0,145,592,551,65,144,35,2,24,82,5,0,33,103,0.261,0.309,0.463,0.772,107.0,0.333,105.0,255,20,6,0,2,1,7D/H3,AS,gurrilo01
2024,101,Lourdes Gurriel Jr.,30,ARI,NL,2.0,133,553,513,72,143,22,2,18,75,7,1,29,101,279.0,322.0,435.0,757.0,109.0,329.0,106.0,223,16,6,0,5,1,*7H/D3,,gurrilo01
2019,258,Luis Arráez,22,MIN,AL,1.6,92,366,326,54,109,20,1,4,28,2,2,36,29,0.334,0.399,0.439,0.838,124.0,0.359,123.0,143,2,1,0,3,1,475/6HD,ROY-6,arraelu01
2021,179,Luis Arráez,24,MIN,AL,3.4,121,479,428,58,126,17,6,2,42,2,2,43,48,0.294,0.357,0.376,0.733,105.0,0.327,107.0,161,9,2,0,6,2,547H/D,,arraelu01
2022,62,Luis Arráez,25,MIN,AL,4.2,144,603,547,88,173,31,1,8,49,4,4,50,43,0.316,0.375,0.42,0.795,128.0,0.355,132.0,230,6,3,0,3,2,34DH/5,ASMVP-13SS,arraelu01
2023,62,Luis Arráez,26,MIA,NL,4.9,147,617,574,71,203,30,3,10,69,3,2,35,34,0.354,0.393,0.469,0.861,128.0,0.373,134.0,269,18,4,1,3,10,*43/HD,ASMVP-8SS,arraelu01
2024,23,Luis Arráez,27,2TM,NL,1.0,150,672,637,83,200,32,3,4,46,9,3,24,29,314.0,346.0,392.0,739.0,106.0,327.0,104.0,250,18,8,2,1,3,3D4/H,ASMVP-18,arraelu01
2021,739,Luis Campusano,22,SDP,NL,-0.5,11,38,34,0,3,0,0,0,1,0,0,4,11,0.088,0.184,0.088,0.272,-20.0,0.168,-5.0,3,2,0,0,0,0,/2H,,campulu01
2022,696,Luis Campusano,23,SDP,NL,-0.2,16,50,48,4,12,1,0,1,5,0,0,1,11,0.25,0.26,0.333,0.593,71.0,0.254,61.0,16,2,0,0,1,0,2/DH,,campulu01
2023,450,Luis Campusano,24,SDP,NL,1.1,49,174,163,27,52,7,0,7,30,0,0,7,21,0.319,0.356,0.491,0.847,131.0,0.367,136.0,80,8,3,0,1,0,2/DH,,campulu01
2024,287,Luis Campusano,25,SDP,NL,-0.7,91,299,277,37,63,13,0,8,40,0,0,20,41,227.0,281.0,361.0,642.0,78.0,287.0,78.0,100,11,1,0,1,0,2H/3,,campulu01
2017,706,Luis Castillo,24,CIN,NL,-0.2,14,33,29,0,2,0,0,0,1,0,0,1,11,0.069,0.1,0.069,0.169,-54.0,0.083,-102.0,2,0,0,3,0,0,1,ROY-8,castilu02
2018,612,Luis Castillo,25,CIN,NL,0.0,30,65,59,4,6,1,0,0,2,0,0,2,23,0.102,0.131,0.119,0.25,-32.0,0.147,-45.0,7,0,0,4,0,0,1,,castilu02
2019,605,Luis Castillo,26,CIN,NL,-0.4,31,66,62,3,6,1,0,0,0,0,0,0,32,0.097,0.097,0.113,0.21,-47.0,0.09,-93.0,7,1,0,4,0,0,1,AS,castilu02
2021,669,Luis Castillo,28,CIN,NL,0.1,30,59,49,1,8,2,0,0,2,0,0,1,23,0.163,0.18,0.204,0.384,0.0,0.166,-48.0,10,1,0,9,0,0,1,,castilu02
2024,647,Luis Castillo,31,SEA,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,-118.0,0,0,0,0,0,0,1,,castilu02
2024,567,Luis De Los Santos,26,TOR,AL,-0.1,13,31,29,2,5,2,0,0,1,0,0,2,10,172.0,226.0,241.0,467.0,34.0,208.0,26.0,7,2,0,0,0,0,5/H37,,deloslu03
2021,395,Luis García Jr.,21,WSN,NL,0.4,70,247,236,29,57,18,2,6,22,0,2,11,43,0.242,0.275,0.411,0.686,86.0,0.295,84.0,97,8,0,0,0,1,4/6H,,garcilu04
